GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCEA,AITS,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CBSAPCI,NECTAPCI,UAA,UATYPE,URA,CDA,SLDUA,SLDLA,VTD,VTDI,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,MEMI,NMEMI,PUMA,SABINSA,H7V001
"G0100010","2010","AL","3","6","Alabama","01","Autauga County","001",,,,,,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,,,,,,"1539582278","25775735","Autauga County","A","+32.5363818","-086.6444901","06","1",,,,54571
"G0100030","2010","AL","3","6","Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,,"19300","99999","380",,,,,,,,,,,,,,,,,,,"4117521611","1133190229","Baldwin County","A","+30.6592183","-087.7460666","06","2",,,,182265
"G0100050","2010","AL","3","6","Alabama","01","Barbour County","005",,,,,,,,,,,,,,,,,,"21640","99999","999",,,,,,,,,,,,,,,,,,,"2291818968","50864716","Barbour County","A","+31.8706701","-085.4054562","06","2",,,,27457
"G0100070","2010","AL","3","6","Alabama","01","Bibb County","007",,,,,,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,,,,,,"1612480789","9289057","Bibb County","A","+33.0158929","-087.1271475","06","1",,,,22915
"G0100090","2010","AL","3","6","Alabama","01","Blount County","009",,,,,,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,,,,,,"1669961855","15157440","Blount County","A","+33.9774479","-086.5672464","06","1",,,,57322
"G0100110","2010","AL","3","6","Alabama","01","Bullock County","011",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1613056905","6056528","Bullock County","A","+32.1017589","-085.7172613","06","9",,,,10914
"G0100130","2010","AL","3","6","Alabama","01","Butler County","013",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2011976894","2726814","Butler County","A","+31.7516670","-086.6819689","06","9",,,,20947
"G0100150","2010","AL","3","6","Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,,"11500","99999","999",,,,,,,,,,,,,,,,,,,"1569189995","16624267","Calhoun County","A","+33.7717061","-085.8225133","06","1",,,,118572
"G0100170","2010","AL","3","6","Alabama","01","Chambers County","017",,,,,,,,,,,,,,,,,,"46740","99999","122",,,,,,,,,,,,,,,,,,,"1545009282","17048142","Chambers County","A","+32.9179433","-085.3918121","06","2",,,,34215
"G0100190","2010","AL","3","6","Alabama","01","Cherokee County","019",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1434075952","119858898","Cherokee County","A","+34.0695153","-085.6542417","06","9",,,,25989
"G0100210","2010","AL","3","6","Alabama","01","Chilton County","021",,,,,,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,,,,,,"1794483586","20586383","Chilton County","A","+32.8540595","-086.7266275","06","1",,,,43643
"G0100230","2010","AL","3","6","Alabama","01","Choctaw County","023",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2365954748","19059251","Choctaw County","A","+31.9910082","-088.2488874","06","9",,,,13859
"G0100250","2010","AL","3","6","Alabama","01","Clarke County","025",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"3207609488","36542656","Clarke County","A","+31.6855211","-087.8186244","06","9",,,,25833
"G0100270","2010","AL","3","6","Alabama","01","Clay County","027",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1564252280","5284628","Clay County","A","+33.2678085","-085.8620510","06","9",,,,13932
"G0100290","2010","AL","3","6","Alabama","01","Cleburne County","029",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1450652767","2365681","Cleburne County","A","+33.6719810","-085.5161090","06","9",,,,14972
"G0100310","2010","AL","3","6","Alabama","01","Coffee County","031",,,,,,,,,,,,,,,,,,"21460","99999","222",,,,,,,,,,,,,,,,,,,"1758528786","3944730","Coffee County","A","+31.4021833","-085.9892014","06","2",,,,49948
"G0100330","2010","AL","3","6","Alabama","01","Colbert County","033",,,,,,,,,,,,,,,,,,"22520","99999","999",,,,,,,,,,,,,,,,,,,"1534877333","76430813","Colbert County","A","+34.7031120","-087.8014569","06","1",,,,54428
"G0100350","2010","AL","3","6","Alabama","01","Conecuh County","035",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2201894769","6644940","Conecuh County","A","+31.4282925","-086.9920291","06","9",,,,13228
"G0100370","2010","AL","3","6","Alabama","01","Coosa County","037",,,,,,,,,,,,,,,,,,"10760","99999","388",,,,,,,,,,,,,,,,,,,"1685891075","39946646","Coosa County","A","+32.9314453","-086.2434818","06","2",,,,11539
"G0100390","2010","AL","3","6","Alabama","01","Covington County","039",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2668869505","34526309","Covington County","A","+31.2439873","-086.4487206","06","9",,,,37765
"G0100410","2010","AL","3","6","Alabama","01","Crenshaw County","041",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1576888006","5376392","Crenshaw County","A","+31.7328256","-086.3192219","06","9",,,,13906
"G0100430","2010","AL","3","6","Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,,"18980","99999","142",,,,,,,,,,,,,,,,,,,"1903228333","52266921","Cullman County","A","+34.1319229","-086.8692666","06","2",,,,80406
"G0100450","2010","AL","3","6","Alabama","01","Dale County","045",,,,,,,,,,,,,,,,,,"21460","99999","222",,,,,,,,,,,,,,,,,,,"1453371157","4016457","Dale County","A","+31.4306536","-085.6094760","06","2",,,,50251
"G0100470","2010","AL","3","6","Alabama","01","Dallas County","047",,,,,,,,,,,,,,,,,,"42820","99999","999",,,,,,,,,,,,,,,,,,,"2534807386","39134826","Dallas County","A","+32.3335397","-087.1143556","06","2",,,,43820
"G0100490","2010","AL","3","6","Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,,"22840","99999","999",,,,,,,,,,,,,,,,,,,"2012662359","4123588","DeKalb County","A","+34.4609290","-085.8039920","06","2",,,,71109
"G0100510","2010","AL","3","6","Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,,,,,,"1601867593","99862541","Elmore County","A","+32.5972286","-086.1427385","06","1",,,,79303
"G0100530","2010","AL","3","6","Alabama","01","Escambia County","053",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2447746932","20873208","Escambia County","A","+31.1217475","-087.1684290","06","9",,,,38319
"G0100550","2010","AL","3","6","Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,"23460","99999","999",,,,,,,,,,,,,,,,,,,"1385618994","35322991","Etowah County","A","+34.0476377","-086.0344203","06","1",,,,104430
"G0100570","2010","AL","3","6","Alabama","01","Fayette County","057",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1625631609","4392821","Fayette County","A","+33.7322485","-087.7520486","06","9",,,,17241
"G0100590","2010","AL","3","6","Alabama","01","Franklin County","059",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1641587713","32897905","Franklin County","A","+34.4419884","-087.8428147","06","9",,,,31704
"G0100610","2010","AL","3","6","Alabama","01","Geneva County","061",,,,,,,,,,,,,,,,,,"20020","99999","222",,,,,,,,,,,,,,,,,,,"1487710425","11765293","Geneva County","A","+31.0908664","-085.8243464","06","1",,,,26790
"G0100630","2010","AL","3","6","Alabama","01","Greene County","063",,,,,,,,,,,,,,,,,,"46220","99999","999",,,,,,,,,,,,,,,,,,,"1676007032","33231212","Greene County","A","+32.8444965","-087.9642005","06","1",,,,9045
"G0100650","2010","AL","3","6","Alabama","01","Hale County","065",,,,,,,,,,,,,,,,,,"46220","99999","999",,,,,,,,,,,,,,,,,,,"1667803914","32525967","Hale County","A","+32.7527958","-087.6230608","06","1",,,,15760
"G0100670","2010","AL","3","6","Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,"20020","99999","222",,,,,,,,,,,,,,,,,,,"1454926258","16986789","Henry County","A","+31.5169779","-085.2399712","06","1",,,,17302
"G0100690","2010","AL","3","6","Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,"20020","99999","222",,,,,,,,,,,,,,,,,,,"1501737720","4739984","Houston County","A","+31.1581928","-085.2963976","06","1",,,,101547
"G0100710","2010","AL","3","6","Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,"42460","99999","999",,,,,,,,,,,,,,,,,,,"2791664869","126657194","Jackson County","A","+34.7635224","-085.9774003","06","2",,,,53227
"G0100730","2010","AL","3","6","Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,,,,,,"2878192209","32474487","Jefferson County","A","+33.5534439","-086.8965359","06","1",,,,658466
"G0100750","2010","AL","3","6","Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1566544654","1600679","Lamar County","A","+33.7870852","-088.0874309","06","9",,,,14564
"G0100770","2010","AL","3","6","Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,"22520","99999","999",,,,,,,,,,,,,,,,,,,"1729327931","138027479","Lauderdale County","A","+34.9041221","-087.6509966","06","1",,,,92709
"G0100790","2010","AL","3","6","Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,"19460","99999","290",,,,,,,,,,,,,,,,,,,"1788846568","68688464","Lawrence County","A","+34.5297759","-087.3218651","06","1",,,,34339
"G0100810","2010","AL","3","6","Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,"12220","99999","194",,,,,,,,,,,,,,,,,,,"1573510728","21530362","Lee County","A","+32.6040644","-085.3530477","06","1",,,,140247
"G0100830","2010","AL","3","6","Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,"26620","99999","290",,,,,,,,,,,,,,,,,,,"1450228326","122381869","Limestone County","A","+34.8102387","-086.9813995","06","1",,,,82782
"G0100850","2010","AL","3","6","Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,,,,,,"1854199648","23723525","Lowndes County","A","+32.1478880","-086.6505859","06","1",,,,11299
"G0100870","2010","AL","3","6","Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,"46260","99999","194",,,,,,,,,,,,,,,,,,,"1577005015","11194263","Macon County","A","+32.3870267","-085.6928870","06","2",,,,21452
"G0100890","2010","AL","3","6","Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,"26620","99999","290",,,,,,,,,,,,,,,,,,,"2076116529","28771340","Madison County","A","+34.7642377","-086.5510803","06","1",,,,334811
"G0100910","2010","AL","3","6","Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2530112461","14994547","Marengo County","A","+32.2475911","-087.7910910","06","9",,,,21027
"G0100930","2010","AL","3","6","Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1922526826","3313145","Marion County","A","+34.1382194","-087.8815510","06","9",,,,30776
"G0100950","2010","AL","3","6","Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,"10700","99999","999",,,,,,,,,,,,,,,,,,,"1465522757","148503356","Marshall County","A","+34.3095637","-086.3216681","06","2",,,,93019
"G0100970","2010","AL","3","6","Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,"33660","99999","380",,,,,,,,,,,,,,,,,,,"3184223082","1073750500","Mobile County","A","+30.6845730","-088.1965684","06","1",,,,412992
"G0100990","2010","AL","3","6","Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2656485275","22643193","Monroe County","A","+31.5803324","-087.3832656","06","9",,,,23068
"G0101010","2010","AL","3","6","Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,"33860","99999","388",,,,,,,,,,,,,,,,,,,"2031190777","40571253","Montgomery County","A","+32.2036505","-086.2038308","06","1",,,,229363
"G0101030","2010","AL","3","6","Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,"19460","99999","290",,,,,,,,,,,,,,,,,,,"1500476319","51064861","Morgan County","A","+34.4544844","-086.8464021","06","1",,,,119490
"G0101050","2010","AL","3","6","Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1863920409","10918516","Perry County","A","+32.6390053","-087.2938269","06","9",,,,10591
"G0101070","2010","AL","3","6","Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2282837059","22578169","Pickens County","A","+33.2968085","-088.0968780","06","9",,,,19746
"G0101090","2010","AL","3","6","Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,"45980","99999","999",,,,,,,,,,,,,,,,,,,"1740715643","2362806","Pike County","A","+31.7987263","-085.9419965","06","2",,,,32899
"G0101110","2010","AL","3","6","Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1503616599","9285288","Randolph County","A","+33.2964753","-085.4640679","06","9",,,,22913
"G0101130","2010","AL","3","6","Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,"17980","99999","194",,,,,,,,,,,,,,,,,,,"1660545751","15673340","Russell County","A","+32.2898113","-085.1869798","06","1",,,,52947
"G0101150","2010","AL","3","6","Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,,,,,,"1636619393","56300062","St. Clair County","A","+33.7129627","-086.3156631","06","1",,,,83593
"G0101170","2010","AL","3","6","Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,,,,,,"2032960300","63700594","Shelby County","A","+33.2629366","-086.6781042","06","1",,,,195085
"G0101190","2010","AL","3","6","Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2341057426","24436353","Sumter County","A","+32.5974811","-088.2000571","06","9",,,,13763
"G0101210","2010","AL","3","6","Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,"45180","99999","999",,,,,,,,,,,,,,,,,,,"1908239516","60944144","Talladega County","A","+33.3692774","-086.1758045","06","2",,,,82291
"G0101230","2010","AL","3","6","Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,"10760","99999","388",,,,,,,,,,,,,,,,,,,"1855780057","128808796","Tallapoosa County","A","+32.8633694","-085.7995532","06","2",,,,41616
"G0101250","2010","AL","3","6","Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,"46220","99999","999",,,,,,,,,,,,,,,,,,,"3423328940","76395592","Tuscaloosa County","A","+33.2902022","-087.5228598","06","1",,,,194656
"G0101270","2010","AL","3","6","Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,"13820","99999","142",,,,,,,,,,,,,,,,,,,"2049177420","36263761","Walker County","A","+33.7915714","-087.3010918","06","1",,,,67023
"G0101290","2010","AL","3","6","Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2797722307","21650857","Washington County","A","+31.4069737","-088.2020776","06","9",,,,17581
"G0101310","2010","AL","3","6","Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2301200113","48985152","Wilcox County","A","+31.9903296","-087.3022049","06","9",,,,11670
"G0101330","2010","AL","3","6","Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1587607882","48922827","Winston County","A","+34.1558884","-087.3641471","06","9",,,,24484
"G0200130","2010","AK","4","9","Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"18083148800","20792209033","Aleutians East Borough","A","+55.2437223","-161.9507485","04","9",,,,3141
"G0200160","2010","AK","4","9","Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"11370762625","25190643524","Aleutians West Census Area","S","+51.9594469","+178.3388130","05","9",,,,5561
"G0200200","2010","AK","4","9","Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,"11260","99999","999",,,,,,,,,,,,,,,,,,,"4415108963","663860984","Anchorage Municipality","C","+61.1775490","-149.2743541","12","1",,,,291826
"G0200500","2010","AK","4","9","Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"105075822708","12779523593","Bethel Census Area","S","+60.9289164","-160.1533502","05","9",,,,17013
"G0200600","2010","AK","4","9","Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1304947207","993830067","Bristol Bay Borough","A","+58.7313725","-156.9866122","04","9",,,,997
"G0200680","2010","AK","4","9","Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"33026000538","66068790","Denali Borough","A","+63.6827316","-150.0267191","04","9",,,,1826
"G0200700","2010","AK","4","9","Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"48092912615","6077223732","Dillingham Census Area","S","+59.8248160","-158.6022333","05","9",,,,4847
"G0200900","2010","AK","4","9","Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,"21820","99999","999",,,,,,,,,,,,,,,,,,,"19005874393","273188119","Fairbanks North Star Borough","A","+64.6908322","-146.5998673","04","1",,,,97581
"G0201000","2010","AK","4","9","Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"6005146534","1053874968","Haines Borough","A","+59.0999054","-135.5781024","04","9",,,,2508
"G0201050","2010","AK","4","9","Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"19489439091","8778085294","Hoonah-Angoon Census Area","S","+58.0764336","-135.1850997","05","9",,,,2150
"G0201100","2010","AK","4","9","Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,"27940","99999","999",,,,,,,,,,,,,,,,,,,"6997968643","1429575134","Juneau City and Borough","C","+58.3727004","-134.1787807","03","2",,,,31275
"G0201220","2010","AK","4","9","Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"41634915224","22473290427","Kenai Peninsula Borough","A","+60.3663727","-152.3219731","04","9",,,,55400
"G0201300","2010","AK","4","9","Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,"28540","99999","999",,,,,,,,,,,,,,,,,,,"12583232994","4649414062","Ketchikan Gateway Borough","A","+55.4499378","-131.1066847","04","2",,,,13477
"G0201500","2010","AK","4","9","Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,"28980","99999","999",,,,,,,,,,,,,,,,,,,"16963331761","14173062281","Kodiak Island Borough","A","+57.5536114","-153.6309109","04","2",,,,13592
"G0201640","2010","AK","4","9","Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"61258419419","24010457489","Lake and Peninsula Borough","A","+58.2050652","-156.7051884","04","9",,,,1631
"G0201700","2010","AK","4","9","Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,"11260","99999","999",,,,,,,,,,,,,,,,,,,"63734160198","1682737402","Matanuska-Susitna Borough","A","+62.1821735","-149.4079740","04","1",,,,88995
"G0201800","2010","AK","4","9","Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"59470685832","13768011766","Nome Census Area","S","+64.7836858","-164.1889119","05","9",,,,9492
"G0201850","2010","AK","4","9","Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"229720054439","15801179317","North Slope Borough","A","+69.4493427","-153.4728302","04","9",,,,9430
"G0201880","2010","AK","4","9","Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"92132564828","13406688095","Northwest Arctic Borough","A","+67.0050655","-160.0210864","04","9",,,,7523
"G0201950","2010","AK","4","9","Alaska","02","Petersburg Census Area","195",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"8500293927","6221367848","Petersburg Census Area","S","+56.6396123","-133.5279958","05","9",,,,3815
"G0201980","2010","AK","4","9","Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"10160193695","9739418122","Prince of Wales-Hyder Census Area","S","+55.4156834","-132.8757340","05","9",,,,5559
"G0202200","2010","AK","4","9","Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"7434143788","5027404028","Sitka City and Borough","C","+57.1425085","-135.3326236","03","9",,,,8881
"G0202300","2010","AK","4","9","Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"1171515798","30331334","Skagway Municipality","A","+59.5750974","-135.3354181","12","9",,,,968
"G0202400","2010","AK","4","9","Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"64150915284","752795246","Southeast Fairbanks Census Area","S","+63.8649972","-143.2186282","05","9",,,,7029
"G0202610","2010","AK","4","9","Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"88680877051","15799689879","Valdez-Cordova Census Area","S","+61.3498403","-145.0231406","05","9",,,,9636
"G0202700","2010","AK","4","9","Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"44240705695","6711999401","Wade Hampton Census Area","S","+62.2831737","-163.1909497","05","9",,,,7459
"G0202750","2010","AK","4","9","Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"6582411037","2384276261","Wrangell City and Borough","C","+56.2791206","-132.0403255","03","9",,,,2369
"G0202820","2010","AK","4","9","Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"19812002035","4696710283","Yakutat City and Borough","A","+59.9990832","-140.2395926","03","9",,,,662
"G0202900","2010","AK","4","9","Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"376855656455","5956563857","Yukon-Koyukuk Census Area","S","+65.3761313","-151.5768554","05","9",,,,5588
"G0400010","2010","AZ","4","8","Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"29001443825","54175788","Apache County","A","+35.3858453","-109.4937467","06","9",,,,71518
"G0400030","2010","AZ","4","8","Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,"43420","99999","999",,,,,,,,,,,,,,,,,,,"15969063883","137025224","Cochise County","A","+31.8817928","-109.7541201","06","2",,,,131346
"G0400050","2010","AZ","4","8","Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,"22380","99999","999",,,,,,,,,,,,,,,,,,,"48222689085","109964090","Coconino County","A","+35.8296919","-111.7737277","06","1",,,,134421
"G0400070","2010","AZ","4","8","Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,"37740","99999","999",,,,,,,,,,,,,,,,,,,"12322988718","97111978","Gila County","A","+33.7896177","-110.8118696","06","2",,,,53597
"G0400090","2010","AZ","4","8","Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,"40940","99999","999",,,,,,,,,,,,,,,,,,,"11972471194","47833765","Graham County","A","+32.9318277","-109.8783103","06","2",,,,37220
"G0400110","2010","AZ","4","8","Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,"40940","99999","999",,,,,,,,,,,,,,,,,,,"4773673819","13745365","Greenlee County","A","+33.2388723","-109.2423231","06","2",,,,8437
"G0400120","2010","AZ","4","8","Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"11653984341","36581791","La Paz County","A","+33.7276249","-114.0387933","06","9",,,,20489
"G0400130","2010","AZ","4","8","Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,"38060","99999","999",,,,,,,,,,,,,,,,,,,"23828260196","62795719","Maricopa County","A","+33.3465408","-112.4955335","06","1",,,,3817117
"G0400150","2010","AZ","4","8","Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,"29420","99999","999",,,,,,,,,,,,,,,,,,,"34475546921","387371395","Mohave County","A","+35.7177050","-113.7496891","06","1",,,,200186
"G0400170","2010","AZ","4","8","Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,"43320","99999","999",,,,,,,,,,,,,,,,,,,"25771473007","24078377","Navajo County","A","+35.3909336","-110.3209076","06","2",,,,107449
"G0400190","2010","AZ","4","8","Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,"46060","99999","999",,,,,,,,,,,,,,,,,,,"23794311939","5337525","Pima County","A","+32.1282374","-111.7830177","06","1",,,,980263
"G0400210","2010","AZ","4","8","Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,"38060","99999","999",,,,,,,,,,,,,,,,,,,"13896869603","22331525","Pinal County","A","+32.9189100","-111.3672569","06","1",,,,375770
"G0400230","2010","AZ","4","8","Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,"35700","99999","999",,,,,,,,,,,,,,,,,,,"3203598541","3088171","Santa Cruz County","A","+31.5259036","-110.8451898","06","2",,,,47420
"G0400250","2010","AZ","4","8","Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,"39140","99999","999",,,,,,,,,,,,,,,,,,,"21039764981","11501683","Yavapai County","A","+34.6300439","-112.5737449","06","1",,,,211033
"G0400270","2010","AZ","4","8","Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,"49740","99999","999",,,,,,,,,,,,,,,,,,,"14281174361","13253868","Yuma County","A","+32.7739424","-113.9109050","06","1",,,,195751
"G0500010","2010","AR","3","7","Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2560902522","116495598","Arkansas County","A","+34.2895735","-091.3765467","06","9",,,,19019
"G0500030","2010","AR","3","7","Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,,,,,,"2396641905","39310651","Ashley County","A","+33.1908354","-091.7722672","06","9",,,,21853
